,nombre,plataforma,fecha lanzamiento,puntuacion,puntuacion usuarios,desarrollador,genero,numero jugadores,numero criticas,numero usuarios
14487,The Peanuts Movie: Snoopy's Grand Adventure,XboxOne,2015-11-03,60,5.6,"Activision,BehaviourInteractive","Action,Platformer,2D",No info,9,5
7106,Norn9: Var Commons,PlayStationVita,2015-11-03,75,7.1,"IdeaFactory,Otomate","Adventure,General,Visual Novel",No Online Multiplayer,9,21
13464,PONCHO,PlayStation4,2015-11-03,63,3.6,DelveInteractive,"Action,Platformer,2D",No info,11,7
12742,Need for Speed,XboxOne,2015-11-03,65,7.6,GhostGames,"Racing,Simulation,Automobile",Up to 8 ,30,594
12397,Need for Speed,PlayStation4,2015-11-03,66,6.9,GhostGames,"Racing,Simulation,Automobile",Up to 8 ,69,1241
5371,Electronic Super Joy,WiiU,2015-11-05,78,6.8,MichaelToddGames,"Action,Rhythm,Platformer,2D,Music",No info,7,4
8694,Call of Duty: Black Ops III,PC,2015-11-05,73,3.1,Treyarch,"Action,Shooter,First-Person,Arcade",No info,10,1223
10567,Clandestine,PC,2015-11-05,69,7.4,LogicArtists,"Modern,Action Adventure,General",No info,13,21
6550,Yo-kai Watch,3DS,2015-11-06,76,8.0,Level5,"Japanese-Style,Role-Playing,Trainer",No Online Multiplayer,69,179
4656,The Incredible Adventures of Van Helsing: Final Cut,PC,2015-11-06,79,7.1,NeocoreGames,"Role-Playing,Action RPG",No info,10,59
3726,Call of Duty: Black Ops III,PlayStation4,2015-11-06,81,4.9,Treyarch,"Action,Shooter,First-Person,Arcade",Up to 18 ,87,2449
3314,Call of Duty: Black Ops III,XboxOne,2015-11-06,81,4.6,Treyarch,"Action,Shooter,First-Person,Arcade",Up to 18 ,15,749
9568,The Fall of the Dungeon Guardians,PC,2015-11-06,71,6.9,ManaGames,"Role-Playing,Western-Style",No Online Multiplayer,7,32
2153,Fallout 4,PC,2015-11-09,84,5.5,BethesdaGameStudios,"General,Role-Playing,Western-Style",No Online Multiplayer,38,8756
1163,Fallout 4,PlayStation4,2015-11-10,87,6.7,BethesdaGameStudios,"General,Role-Playing,Western-Style",No Online Multiplayer,58,5440
17256,Rodea the Sky Soldier,WiiU,2015-11-10,45,6.4,"Prope,Kadokawa","Action,Platformer,3D",No info,31,83
863,Starcraft II: Legacy of the Void,PC,2015-11-10,88,8.4,BlizzardEntertainment,"Sci-Fi,Sci-Fi,Strategy,Real-Time,General,Command",No info,62,1059
3554,SUPERBEAT: XONiC,PlayStationVita,2015-11-10,81,7.3,Nurijoy,"Action,Rhythm,Music",No info,22,34
17249,Rodea the Sky Soldier,3DS,2015-11-10,45,5.7,"Prope,Kadokawa","Action,Platformer,3D",No info,7,38
709,Fallout 4,XboxOne,2015-11-10,88,6.5,BethesdaGameStudios,"General,Role-Playing,Western-Style",No Online Multiplayer,39,2042
1393,Rise of the Tomb Raider,XboxOne,2015-11-10,86,8.0,CrystalDynamics,"Fantasy,Action Adventure,General,Linear",No Online Multiplayer,102,1473
17171,Animal Crossing: amiibo Festival,WiiU,2015-11-13,46,4.1,"Nintendo,NdCube","Miscellaneous,Board / Card Game",No info,20,221
3300,Football Manager 2016,PC,2015-11-13,81,7.0,Sega,"Sports,Team,Soccer,Management",No info,34,126
9888,Knight Squad,XboxOne,2015-11-16,71,6.8,ChainsawesomeGames,"Action,General",No info,9,24
4101,Game of Thrones: Episode Six - The Ice Dragon,XboxOne,2015-11-17,80,7.8,TelltaleGames,"Action,General,Adventure,Point-and-Click",No info,7,29
10975,Game of Thrones: A Telltale Games Series,PlayStation4,2015-11-17,69,6.4,TelltaleGames,"Action,Adventure,General,Point-and-Click",No Online Multiplayer,7,272
10373,Game of Thrones: Episode Six - The Ice Dragon,PC,2015-11-17,70,6.3,TelltaleGames,"Action,General,Adventure,Point-and-Click",No Online Multiplayer,24,88
14657,Deadpool,PlayStation4,2015-11-17,60,6.2,"HighMoonStudios,IronGalaxyStudios","Action,Action Adventure,Shooter,Beat-'Em-Up,Linear,Third-Person,3D,Arcade",No Online Multiplayer,11,121
13817,Moco Moco Friends,3DS,2015-11-17,62,5.8,"Racjin,NipponColumbia","Role-Playing,General,Trainer",No info,8,13
8377,The Crew: Wild Run,PlayStation4,2015-11-17,73,6.5,IvoryTower,"Racing,Simulation,Automobile",No info,13,59
13089,Game of Thrones: A Telltale Games Series,PC,2015-11-17,64,6.5,TelltaleGames,"Action,General,General,Adventure,Point-and-Click",No Online Multiplayer,21,371
4661,Stella Glow,3DS,2015-11-17,79,8.4,"ImageEpoch,Imageepoch","Strategy,Turn-Based,General",No Online Multiplayer,32,118
13657,Life is Feudal: Your Own,PC,2015-11-17,63,5.6,BitboxLtd.,"Historic,Role-Playing,Action Adventure,General,Action RPG",Up to 64 ,11,55
8678,Star Wars Battlefront,PlayStation4,2015-11-17,73,5.0,EADICE,"General,General,Action,Shooter,First-Person,Tactical",Up to 40 ,59,2566
13700,Sword Art Online: Lost Song,PlayStation4,2015-11-17,63,6.2,"BandaiNamcoGames,Artdink","Role-Playing,Action RPG",Up to 16 ,32,86
8922,Star Wars Battlefront,PC,2015-11-17,72,3.5,EADICE,"General,General,Action,Shooter,First-Person,Tactical",No info,19,1666
7379,Game of Thrones: Episode Six - The Ice Dragon,PlayStation4,2015-11-17,75,6.7,TelltaleGames,"Action,General,Adventure,Point-and-Click",No info,13,47
7147,Star Wars Battlefront,XboxOne,2015-11-17,75,4.5,EADICE,"General,General,Action,Shooter,First-Person,Tactical",Up to 40 ,40,1229
8586,Hard West,PC,2015-11-18,73,7.4,CreativeForgeGames,"Historic,Strategy,Turn-Based,General,Tactics",No Online Multiplayer,44,163
15308,Typoman,WiiU,2015-11-19,57,7.0,BrainseedFactory,"Action,Platformer,2D",No info,26,29
7727,Assassin's Creed Syndicate,PC,2015-11-19,74,6.3,UbisoftQuebec,"Historic,Action Adventure,Open-World",No Online Multiplayer,14,910
7868,Mordheim: City of the Damned,PC,2015-11-19,74,6.8,RogueFactor,"Strategy,Turn-Based,General,Fantasy,Tactics",2 ,26,100
10555,Pokemon Super Mystery Dungeon,3DS,2015-11-20,69,8.3,"SpikeChunsoftCo.Ltd.,SpikeChunsoft","Role-Playing,Roguelike",No Online Multiplayer,44,303
8585,Thea: The Awakening,PC,2015-11-20,73,8.5,MuHaGames,"Strategy,Turn-Based,4X",No Online Multiplayer,12,142
15076,Mario Tennis: Ultra Smash,WiiU,2015-11-20,58,5.2,"Nintendo,CamelotSoftwarePlanning","Sports,Individual,Tennis",No info,58,169
10673,Mayan Death Robots,PC,2015-11-20,69,7.4,SileniStudios,"Strategy,General",No Online Multiplayer,11,16
10273,Dynasty Warriors 8 Empires,PlayStationVita,2015-11-24,70,7.4,OmegaForce,"Action,Beat-'Em-Up,3D",2 ,15,9
6971,Minecraft: Story Mode - Episode 3: The Last Place You Look,XboxOne,2015-11-24,75,7.1,TelltaleGames,"Action Adventure,Adventure,General,Point-and-Click,Linear",No info,9,19
8782,Beyond: Two Souls,PlayStation4,2015-11-24,72,7.9,QuanticDream,"Adventure,3D,Third-Person",No Online Multiplayer,30,1019
8419,Minecraft: Story Mode - Episode 3: The Last Place You Look,PlayStation4,2015-11-24,73,5.0,TelltaleGames,"Action Adventure,Adventure,General,Point-and-Click,Linear",No info,7,30
8420,Minecraft: Story Mode - Episode 3: The Last Place You Look,PC,2015-11-24,73,6.5,TelltaleGames,"Action Adventure,Adventure,General,Point-and-Click,Linear",No info,10,44
11025,Eiyuu Senki: The World Conquest,PlayStation3,2015-11-24,69,8.1,"5pb,Tenco","Strategy,Turn-Based,Tactics",No info,7,31
939,Bloodborne: The Old Hunters,PlayStation4,2015-11-24,87,9.1,FromSoftware,"Role-Playing,Action RPG",No info,61,1781
13124,Three Fourths Home: Extended Edition,XboxOne,2015-11-27,64,3.5,[bracket]games,"Adventure,General,Text",No info,7,11
7642,Just Cause 3,PC,2015-11-30,74,5.7,AvalancheStudios,"Sci-Fi,Action Adventure,Open-World",No Online Multiplayer,50,760
14988,BigFest,PlayStationVita,2015-12-01,59,5.7,OnTheMetalLtd,"Action,Strategy,Rhythm,Management,Music,Business / Tycoon",No info,8,9
9431,Just Cause 3,XboxOne,2015-12-01,71,6.8,AvalancheStudios,"Sci-Fi,Action Adventure,Open-World",No Online Multiplayer,24,249
15021,The Incredible Adventures of Van Helsing,XboxOne,2015-12-01,59,7.3,NeocoreGames,"Role-Playing,Action RPG",No info,8,54
8366,Just Cause 3,PlayStation4,2015-12-01,73,6.4,AvalancheStudios,"Sci-Fi,Action Adventure,Open-World",No Online Multiplayer,42,703
8711,Tom Clancy's Rainbow Six Siege,PlayStation4,2015-12-01,73,7.3,UbisoftMontreal,"Modern,Action,Shooter,First-Person,Tactical",Up to 10 ,40,961
4949,Tom Clancy's Rainbow Six Siege,PC,2015-12-01,79,7.1,UbisoftMontreal,"Modern,Action,Shooter,First-Person,Tactical",No info,37,1478
7659,Tom Clancy's Rainbow Six Siege,XboxOne,2015-12-01,74,7.0,UbisoftMontreal,"Modern,Action,Shooter,First-Person,Tactical",Up to 10 ,24,377
10880,Valhalla Hills,PC,2015-12-02,69,6.9,DaedalicEntertainment,"Strategy,General",No Online Multiplayer,26,42
3940,Dariusburst: Chronicle Saviours,PlayStation4,2015-12-02,80,7.1,Pyramid,"Action,Shooter,Shoot-'Em-Up,Horizontal",No info,15,26
16530,Chivalry: Medieval Warfare,XboxOne,2015-12-02,51,4.1,"TornBannerStudios,HardsuitLabs","Action,General,Beat-'Em-Up,3D",No info,7,20
15529,Dementium Remastered,3DS,2015-12-03,57,5.5,RenegadeKid,"Action Adventure,Survival",No info,13,21
8418,Dragon Quest Heroes: The World Tree's Woe and the Blight Below,PC,2015-12-03,73,7.1,KoeiTecmoGames,"Action,Beat-'Em-Up,3D",No Online Multiplayer,9,38
7318,Pokemon Picross,3DS,2015-12-03,75,7.5,"Nintendo,JupiterCorporation","Miscellaneous,General,Puzzle,Logic",No Online Multiplayer,15,76
3939,Dariusburst: Chronicle Saviours,PC,2015-12-03,80,8.6,Pyramid,"Action,Shooter,Shoot-'Em-Up,Horizontal",No Online Multiplayer,9,12
2094,Xenoblade Chronicles X,WiiU,2015-12-04,84,9.1,MonolithSoft,"Action RPG,Role-Playing,Action RPG",Up to 32 ,87,1722
16073,GUNS UP!,PlayStation4,2015-12-05,54,6.2,ValkyrieEntertainment,"Action,Strategy,Real-Time,General",No info,13,47
2740,Nuclear Throne,PlayStation4,2015-12-05,82,6.3,Vlambeer,"General,Action,General,Shooter,Shoot-'Em-Up,Top-Down",No info,14,48
636,Nuclear Throne,PC,2015-12-05,89,7.7,Vlambeer,"General,Action,General,Shooter,Shoot-'Em-Up,Top-Down",No Online Multiplayer,15,211
13486,Fat Princess Adventures,PlayStation4,2015-12-05,63,7.1,"SCESantaMonica,FunBits","Action,Role-Playing,General,Action RPG",Up to 4 ,36,52
1460,DiRT Rally,PC,2015-12-07,86,8.5,Codemasters,"Racing,Simulation,Automobile",No info,33,417
2538,Helldivers,PC,2015-12-07,83,6.9,ArrowheadGameStudios,"Action,Shooter,Third-Person,Shoot-'Em-Up,Arcade,Top-Down",Online Multiplayer,14,88
15377,Zotrix,PlayStation4,2015-12-08,57,3.7,ZeroBitGames,"Action,Shooter,Shoot-'Em-Up,Top-Down",No info,8,6
9137,The Sims 4: Get Together,PC,2015-12-08,72,7.2,Maxis,"Simulation,Virtual,Virtual Life",No info,16,135
8814,Earth Defense Force 2: Invaders From Planet Space,PlayStationVita,2015-12-08,72,8.2,Sandlot,"Action,Shooter,Third-Person,Arcade",No info,20,24
13091,Earth Defense Force 4.1: The Shadow of New Despair,PlayStation4,2015-12-08,64,7.5,Sandlot,"Action,Shooter,Third-Person,Arcade",Up to 4 ,40,73
2523,Yakuza 5,PlayStation3,2015-12-08,83,8.6,RyugaGotokuStudios,"Modern,Action Adventure,Open-World",No Online Multiplayer,34,251
10609,Starwhal,XboxOne,2015-12-09,69,0.0,Breakfall,"Action,Fighting,2D",No info,7,0
13895,Baseball Riot,XboxOne,2015-12-09,62,0.0,"10tonsLtd,10tons","Puzzle,Action,General",No info,9,0
13479,Radiohammer,3DS,2015-12-10,63,0.0,ArcSystemWorks,"Action,Rhythm,Music",No info,8,0
3375,FAST Racing NEO,WiiU,2015-12-10,81,8.6,Shin'en,"Driving,Racing,Arcade,Futuristic",No info,46,169
12412,Lightning Returns: Final Fantasy XIII,PC,2015-12-10,66,7.3,SquareEnix,"General,Role-Playing,Japanese-Style",No Online Multiplayer,7,112
1412,SteamWorld Heist,3DS,2015-12-10,86,8.2,Image&Form,"Sci-Fi,Strategy,Turn-Based,General",No info,47,80
9846,Starpoint Gemini 2,XboxOne,2015-12-11,71,7.1,LittleGreenMen,"Strategy,Real-Time,General",No info,12,20
9260,Assassin's Creed Syndicate: Jack the Ripper,PlayStation4,2015-12-15,72,7.0,UbisoftQuebec,"Action Adventure,Open-World",No info,11,65
8060,Summon Night 5,PSP,2015-12-15,74,6.7,Felistella,"Strategy,Turn-Based,Tactics",No info,7,10
11656,King's Quest Chapter 2: Rubble Without a Cause,PC,2015-12-15,67,5.6,TheOddGentlemen,"Adventure,General",No info,7,19
11089,King's Quest Chapter 2: Rubble Without a Cause,PlayStation4,2015-12-15,68,5.5,TheOddGentlemen,"Adventure,General",No info,12,29
16110,Hatoful Boyfriend: Holiday Star,PC,2015-12-15,54,7.7,HatoMoa,"General,Adventure,General,Visual Novel",No info,11,14
9928,King's Quest Chapter 2: Rubble Without a Cause,XboxOne,2015-12-15,71,6.3,TheOddGentlemen,"Adventure,General",No info,11,10
16140,Temple of Yog,WiiU,2015-12-16,54,6.9,CHUDCHUDINDUSTRIES,"Action,General",No info,7,7
13123,The Delusions of Von Sottendorff and His Squared Mind,3DS,2015-12-17,64,6.8,DeliriumStudios,"Puzzle,Logic",No info,11,5
13488,Republique: Episode 4 - God's Acre,PC,2015-12-17,63,0.0,"Camouflaj,LLC","Action Adventure,Linear",No info,8,0
11783,Turok Remastered,PC,2015-12-17,67,7.4,NightDiveStudios,"Action,Shooter,First-Person,Arcade",No Online Multiplayer,22,34
5721,Minecraft: Wii U Edition,WiiU,2015-12-17,77,7.4,4JStudios,"Action Adventure,Sandbox",No info,15,101
6119,Aviary Attorney,PC,2015-12-21,77,7.4,SketchyLogic,"Adventure,Visual Novel",No Online Multiplayer,15,25
1467,The Legend of Heroes: Trails of Cold Steel,PlayStation3,2015-12-22,86,8.7,Falcom,"Role-Playing,Japanese-Style",No Online Multiplayer,12,164
11436,Minecraft: Story Mode - Episode 4: A Block and a Hard Place,PC,2015-12-22,68,5.6,TelltaleGames,"Action Adventure,Adventure,Point-and-Click,Linear",No info,8,26
9203,Minecraft: Story Mode - Episode 4: A Block and a Hard Place,PlayStation4,2015-12-22,72,6.5,TelltaleGames,"Action Adventure,Adventure,Point-and-Click,Linear",No info,8,20
6217,The Legend of Heroes: Trails of Cold Steel,PlayStationVita,2015-12-22,77,8.3,Falcom,"Role-Playing,Japanese-Style",No Online Multiplayer,20,141
9393,Minecraft: Story Mode - Episode 4: A Block and a Hard Place,XboxOne,2015-12-22,71,6.8,TelltaleGames,"Action Adventure,Adventure,Point-and-Click,Linear",No info,8,12
1379,Pony Island,PC,2016-01-04,86,7.4,DanielMullinsGames,"Puzzle,General",No Online Multiplayer,29,241
15657,Hardware: Rivals,PlayStation4,2016-01-05,56,5.2,SCEA,"Simulation,Vehicle,Combat",Up to 10 ,24,87
7889,Amplitude,PlayStation4,2016-01-05,74,7.2,HarmonixMusicSystems,"Miscellaneous,Action,Rhythm,Music",No info,59,46
8239,Punch Club,PC,2016-01-08,73,7.0,LazyBearGames,"Sports,Simulation,Virtual,Individual,Combat,Career,Boxing / Martial Arts",No Online Multiplayer,30,136
12816,Lovely Planet,XboxOne,2016-01-08,65,5.8,QUICKTEQUILA,"Action,Shooter,First-Person,Arcade",No info,12,5
5271,"That Dragon, Cancer",PC,2016-01-11,78,6.1,NuminousGames,"General,Adventure,General",No Online Multiplayer,39,98
14130,Tharsis,PC,2016-01-11,61,4.9,ChoiceProvisions,"Miscellaneous,Board / Card Game",No Online Multiplayer,23,47
4682,The Banner Saga,PlayStation4,2016-01-12,79,7.6,Stoic,"Role-Playing,General,Strategy,Turn-Based,Tactics",No info,21,117
1827,Gone Home: Console Edition,PlayStation4,2016-01-12,85,4.6,"TheFullbrightCompany,MidnightCity","Adventure,3D,First-Person",No info,11,477
13169,Assassin's Creed Chronicles: India,XboxOne,2016-01-12,64,5.3,"Ubisoft,ClimaxStudios","Action Adventure,Linear",No info,20,47
6271,The Banner Saga,XboxOne,2016-01-12,76,7.9,Stoic,"Role-Playing,General,Strategy,Turn-Based,Tactics",No info,9,34
12641,Tharsis,PlayStation4,2016-01-12,65,6.3,ChoiceProvisions,"Miscellaneous,Board / Card Game",No info,16,18
13507,Assassin's Creed Chronicles: India,PC,2016-01-12,63,5.2,"ClimaxGroup,ClimaxStudios","Action Adventure,Linear",No Online Multiplayer,15,68
3606,Star Wars Pinball: The Force Awakens,PlayStation4,2016-01-12,81,4.8,ZenStudios,"Action,Pinball",No info,9,15
13371,Assassin's Creed Chronicles: India,PlayStation4,2016-01-13,63,4.3,"Ubisoft,ClimaxStudios","General,Action Adventure,Linear",No info,41,79
3953,Oxenfree,PC,2016-01-14,80,7.7,NightSchoolStudio,"Action Adventure,Adventure,General",No Online Multiplayer,49,305
3542,Dragon's Dogma: Dark Arisen,PC,2016-01-15,81,8.1,"Capcom,QLOC","Role-Playing,Action RPG",No Online Multiplayer,62,540
5874,Echoes Of Aetheria,PC,2016-01-15,77,7.1,DancingDragongames,"Role-Playing,Japanese-Style",No Online Multiplayer,7,12
15426,ZHEROS,XboxOne,2016-01-15,57,4.4,RimlightStudios,"Action,Beat-'Em-Up,3D",No info,13,37
5507,Oxenfree,XboxOne,2016-01-15,78,7.6,NightSchoolStudio,"Action Adventure,Adventure,General",No info,29,73
15974,Gemini: Heroes Reborn,PC,2016-01-18,54,5.6,"PhosphorGamesStudio,LLC,PhosphorGames","Action Adventure,Linear",No Online Multiplayer,13,21
3575,The Bug Butcher,PC,2016-01-19,81,7.5,AwfullyNiceStudios,"Action,Platformer,2D",No info,20,26
9222,The Deadly Tower of Monsters,PlayStation4,2016-01-19,72,7.0,ACETeam,"General,Action Adventure,Linear",No info,17,95
7211,Atelier Escha & Logy Plus: Alchemists of the Dusk Sky,PlayStationVita,2016-01-19,75,8.2,Gust,"Role-Playing,Japanese-Style",No Online Multiplayer,22,25
8127,The Deadly Tower of Monsters,PC,2016-01-19,73,7.7,ACETeam,"Action Adventure,Linear",No Online Multiplayer,15,45
11407,Resident Evil 0: HD Remaster,PC,2016-01-19,68,7.9,Capcom,"Action Adventure,Survival",No Online Multiplayer,22,156
10446,Resident Evil 0: HD Remaster,PlayStation4,2016-01-19,70,7.6,Capcom,"Action Adventure,Survival",No Online Multiplayer,45,237
13554,Gemini: Heroes Reborn,XboxOne,2016-01-19,63,6.2,"PhosphorGamesStudio,LLC,PhosphorGames","Action Adventure,Linear",No info,12,6
11142,Blade & Soul,PC,2016-01-19,68,4.6,NCSOFT,"Massively Multiplayer Online,Fantasy,Role-Playing,Massively Multiplayer",No info,26,271
4405,World of Tanks,PlayStation4,2016-01-19,80,5.2,Wargaming.net,"Action,Simulation,Shooter,Vehicle,Third-Person,Combat,Tactical",Up to 30 ,18,130
15085,Attractio,PlayStation4,2016-01-19,58,6.1,GameCoderStudios,"Puzzle,Action,General",No info,16,9
15020,Shooting Stars!,PC,2016-01-19,59,7.2,Bloodirony,"Action,General",No Online Multiplayer,9,12
6345,The Aquatic Adventure of the Last Human,PC,2016-01-19,76,6.5,"YCJY,YCJYGames","Action Adventure,General,Open-World",No Online Multiplayer,11,16
6705,Klaus,PlayStation4,2016-01-19,76,7.2,LaCosaEntertainment,"Action,Platformer,2D",No info,28,33
10916,Resident Evil 0: HD Remaster,XboxOne,2016-01-19,69,7.8,Capcom,"Action Adventure,Survival",No info,30,69
1979,Darkest Dungeon,PC,2016-01-19,84,7.8,RedHookStudios,"Role-Playing,General",No Online Multiplayer,56,619
9652,Tachyon Project,PlayStation4,2016-01-19,71,6.0,EclipseGames,"Action,Shooter,Shoot-'Em-Up,Top-Down",No info,10,6
4879,Homeworld: Deserts of Kharak,PC,2016-01-20,79,7.9,BlackbirdInteractive,"Strategy,Real-Time,Command",No info,52,206
5587,Crashlands,PC,2016-01-21,78,7.7,ButterscotchShenanigans,"Role-Playing,Action RPG",No Online Multiplayer,10,48
16472,Dinocide,PC,2016-01-21,51,6.7,AtomicTorch,"Action,Platformer,2D",No Online Multiplayer,7,10
13699,The Westport Independent,PC,2016-01-21,63,6.2,DoubleZeroOneZero,"Strategy,Management,Business / Tycoon",No Online Multiplayer,15,6
10223,Clockwork Tales: Of Glass and Ink,XboxOne,2016-01-22,70,0.0,ArtifexMundi,"Puzzle,Hidden Object,General",No info,9,0
13858,Between Me and The Night,PC,2016-01-22,62,5.7,RainDanceLX,"Action Adventure,General",No Online Multiplayer,9,9
6553,Mario & Luigi: Paper Jam,3DS,2016-01-22,76,7.5,"Nintendo,AlphadreamCorporation","Role-Playing,Japanese-Style",No Online Multiplayer,76,206
16638,Death by Game Show,PC,2016-01-22,50,0.0,Oointah,"Action,Arcade",No Online Multiplayer,10,0
10571,Final Fantasy Explorers,3DS,2016-01-26,69,8.5,Racjin,"Role-Playing,Action RPG",Up to 4 ,57,227
9581,LEGO Marvel's Avengers,PlayStation4,2016-01-26,71,7.1,TTGames,"Action Adventure,General",No Online Multiplayer,70,127
1050,The Witness,PC,2016-01-26,87,6.9,"Thekla,Inc","Miscellaneous,Puzzle,General,General,Puzzle,Puzzle,Adventure,3D,First-Person",No Online Multiplayer,20,551
1150,Hex: Shards of Fate,PC,2016-01-26,87,6.3,"CryptozoicEntertainment,HexEntertainment","Miscellaneous,Card Battle,Strategy,Turn-Based,Card Battle",Online Multiplayer,7,110
9419,LEGO Marvel's Avengers,XboxOne,2016-01-26,71,6.0,TTGames,"Action Adventure,General",No Online Multiplayer,18,28
8720,Rise of the Tomb Raider: Baba Yaga - The Temple of the Witch,XboxOne,2016-01-26,73,7.6,"CrystalDynamics,NixxesSoftware","Action Adventure,General,Linear",No info,15,48
944,The Witness,PlayStation4,2016-01-26,87,7.2,"Thekla,Inc","Miscellaneous,General,General,Puzzle,Puzzle,Adventure,3D,First-Person",No info,82,671
12912,Sparkle 2,XboxOne,2016-01-27,65,0.0,"10tonsEntertainment,10tons","Puzzle,Matching",No info,10,0
15360,Shadow Puppeteer,WiiU,2016-01-28,57,6.2,Sareptastudio,"Action,Platformer,3D",No info,9,15
1230,Rise of the Tomb Raider,PC,2016-01-28,86,7.9,"CrystalDynamics,NixxesSoftware","Action Adventure,General,Linear",No Online Multiplayer,45,1614
11339,"LEVEL 22, Gary's Misadventures",XboxOne,2016-01-29,68,7.1,"MovingPlayer,Noego","Action,General",No info,8,9
9690,Sebastien Loeb Rally Evo,PlayStation4,2016-01-29,71,7.4,MilestoneS.r.l,"Racing,General",Up to 16 ,28,93
5022,This War of Mine: The Little Ones,XboxOne,2016-01-29,78,7.7,11bitstudios,"Strategy,Real-Time,General",No info,19,41
